question,fact
"Classify each of the following as a bone or muscle: pectoral, bicep, femur, tibia, tricep, calf, skull",1
"Tell if these are sports done in water, on land or both: triathlon, biathlon, water polo, sailing, crew, beach volleyball, basketball",1
How can I become a private pilot?,0
"From the passage provided, what is the name of the group that the player character is a part of?",1
"Identify which animal is domesticated or wild: Sheep, Caracal",1
"Classify each of the following as either cities in Europe or in the United States: Sevilla, Boston, Miami, Dallas, New York, Paris, Frankfurt, Seattle, Milan",1
Does Jukebox contain many original songs?,1
"Tell me what league each of the following teams play in:
Anaheim Ducks
Baltimore Ravens
St. Louis Cardinals
Atlanta Falcons
Toronto Raptors
New Orleans Pelicans
Arizona Cardinals
Atlanta Hawks
Baltimore Orioles
Seattle Seahawks
Pittsburgh Penguins
Philadelphia Eagles
Toronto Blue Jays",1
What is the significance of a diploma?,1
Name some famous hindi film actresses,1
Why is it so difficult to make every free throw in basketball?,1
What programming languages does freeCodeCamp teach to students?,1
How did Niagara Falls form?,1
What style of music is the Grateful Dead?,1
Name different kinds of cheese,1
What coloring of cat is almost always female?,1
"Tell me which of the following numbers are whole numbers and which are integers: -9, -8, -7, -6, -5, -4, −3, −2, −1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9",1
Who is country singer Jordan Davis,1
What is photosynthesis?,1
"Write a letter to a dog, from the perspective of a cat named Mittens, outlining some grievances that the cat has regarding their current living situation. The cat should be hostile toward the dog, and the letter should be written from the perspective that the cat thinks the dog is an idiot.",0
In what year was pickleball invented?,1
What is an adjustable rate mortgage?,1
"Identify which instrument is string or woodwind: Asor, Aulochrome",1
What is the difference between a Fender Strat and Gibson Les Paul guitar?,1
What's an AGI?,1
Summarize what the network Bravo is about,1
What city in Mexico is often referred to as San Pancho?,1
Who is the rbr formula 1 team principal?,1
What makes a Squishmallow resellable?,1
"Extract the types of yield curves from the paragraph, summarize their definitions, and place them in a bullet list.",1
Identify the political office or offices Julius Steele Barnes held.,1
With the rise of plastics in the environment are legos still a good toy for kids?,0
"Identify which animal species is alive or extinct: Arctotherium, Eastern Lowland Gorilla",1
What were the reasons for Enzo Ferrari to leave Alfa Romeo and start his own auto company?,1
Why some believe that continuous optimisation problems might be easier to solve than discrete optimisation problems?,1
Classify the sentiment of this piece of text as either positive or negative: “I am not pretty. I am not beautiful. I am as radiant as the sun.”,1
Where does the name Gibraltar come from?,1
What are some ways that an enterprise software company can cut costs?,1
"Which of the following is a database or Streaming solution? Oracle, Kinesis, Event hub, SQL Server",1
What do I need to be aware of when talking to an alien?,1
What is Protestantism and when did it start?,1
What are some recommendations for US national parks to visit?,1
How many languages are spoken in the country of Nigeria?,1
"Classify each of the following as either a title by Kevin Kwan or Veronica Roth: Sex and Vanity, Crazy Rich Asians, China Rich Girlfriend, Rich People Problems, Luck: The Essential Guide, Divergent, Allegiant, Insurgent, Carve the Mark, Chosen Ones",1
Write down four different things that can go in a salad,0
List five titles by Kevin Kwan.,1
"Which of these items is a food or not: glass, sausage, stone, apple, bread, book.",1
At what age should I get a shingles vaccine?,0
Can you give me a bulleted list of notable physical features of the beaver?,1
"Given a reference text about magnetism, tell me the definition of magnetism and how magnetic materials are classified.",1
Why do home power outages occur?,1
"From the passage provided, extract the acquisition details of Tableau.",1
"When going skydiving, categorize each of the following as 'useful' or 'not useful': a parachute, an Acme anvil, a helmet, a go-pro camera, a small herd of miniature ponies, wraparound sunglasses, a backpack full of uranium",1
What are the main components of Apache Spark based on the paragraph?,1
"Identify which car manufacturer is Chinese or American: Arcfox, Buick",1
What is the best boba order to place from a local boba store for a company that has around 300 employees in the office?,0
When was the first iPhone released to the public?,1
Write an email on behalf of a friend to a colleague to set up a chat with them. The friend is interested in learning more about their current job role and current company before applying.,0
"Identify which instrument is string or percussion: Lambeg, Hurdy-gurdy",1
"here is some text about Andre Weiss, how many years was Andre at University of Dijon in Paris?",1
What is the Evergreen Game?,1
How many times does Fred Allison try to escape captivity?,1
Give a short bulleted list of key points in the history of coffee,1
"Why Disney should be acquiring smaller movie studios like Pixar, Marvel, and Lucasfilm?",0
Do you know any beautiful flower with purple petals and native to Scandinavia and central Europe?,1
Write a recruiter message to someone in tech on LinkedIn,0
"Based on the reference text, provide a summary of how the monthly benefit amount for social security is calculated.",1
The highest civilian honour of Ladakh dPalr Ngam Duston was given to,1
Which episode of Game of Thrones does Dany go to the House of the Undying?,1
"Identify which instrument is string or percussion: Kulintang, Tamburitza",1
How can I learn how to ski?,0
What is gortext?,1
"Extract the teams that the footballer Sócrates played during his career, separate it by comma.",1
How tall is Mt. Shakspere?,1
Extract the names of the islands located on the Azores plateau from the text. Separate them with a comma.,1
Tracey and Hepburn first film in 1942 was what,1
What is the Taylor rule?,1
"which weighs more, a pound of bricks or a ton of feathers?",1
Give me a list of food items that I should prepare for American Thanksgiving.,0
Should I visit Chicago?,0
Please provide a short summary on Harshad Mehta scam.,1
What are some good activities to do outside on a nice day?,0
What is the triple crown of baseball?,1
Who was Arseny Bibikov,1
What is Prometheus?,1
What are the best places to have a real American Diner Breakfast in South Lake Tahoe?,0
Write a story with a moral lesson at the end?,0
"Identify which instrument is string or percussion: Jawbone, Grand Stick",1
What are some healthy lunch ideas?,0
What is the difference between a guitar and a bass,1
What are the top 3 largest countries by territory?,1
Why do people work?,1
How many canals are in Amsterdam?,1
What are some disadvantages of the way the tax code treats incentive stock options?,1
What is the 80/20 rule?,1
Write down some points on Yugoslav Cup using given paragraph as a base.,0
"Given a reference text about 341 George Street, Sydney, tell me when what companies had headquarters there.",1
What are the highlights of the Apollo 11 mission?,1
"Given this paragraph about modern triathlon, what year did the two founders form mission bay triathlon.",1
What are the four quadrants in the Old City of Jerusalem?,1
Write a haiku about fall leaves. Follow the syllabic rules of haiku exactly. Exploit the double meaning of the word fall.,0
Van Halen famously banned what color M&Ms in their rider?,1
"From the passage provided, how is the instrument called the ""rubab"" made?",1
Who is Warren Buffet?,1
what is the number of US house of representatives?,1
What is hidden at Oak Island?,1
"From the passage below, please locate the birthdate of William Harrison.",1
What is XML?,1
From the passage note down the name of the countries which have most voting power. List the results in comma separated format.,1
"Categorize each of the following by the amount of noise they would make, either ""a lot of noise"", ""some noise"" or ""no noise"". A baby crying, a glass vase being dropped, a door being closed, a rabbit hopping across carpeted floors, a running microwave, reading a book",1
Tell me whether these are electric or gas powered vehicles,1
"Tell me whether these are items used for caring for a baby or a dog: crate, diaper, leash, swaddle, and chew toy.",1
Queen Elizabeth II closed coffin was adorned with several interesting objects and symbols including what?,1
Why did my portable solar panel not work when I plugged it into the solar receptor on the side of my camper van?,1
